🕘️更新时间,#genre#
CCTV-4,https://live.264788.xyz/channel/cctv4?streamid=fc529fb087b8c2c36be475317318bf7c&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-4,https://live.264788.xyz/channel/cctv4?streamid=ce75d364585192ff3dfb5ca3ca9103aa&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-4,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV-4,https://live.264788.xyz/channel/cctv4?streamid=9c314d097c3ab71b16bfba614edde87f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-4,http://42.237.24.146:9999/rtp/225.1.2.197:11806
CCTV-5,https://live.264788.xyz/channel/cctv5?streamid=cee0259d8634772d2f31024519505df7&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-5,https://live.264788.xyz/channel/cctv5?streamid=952fea22b18ebe5245663cffc4252bfa&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-5,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV-5,http://42.237.24.146:9999/rtp/225.1.2.142:10870
CCTV-5,http://42.237.25.194:9999/rtp/225.1.2.142:10870
CCTV-5+,https://live.264788.xyz/channel/cctv5p?streamid=279cd002821a941b5d1846664ef85668&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-5+,https://live.264788.xyz/channel/cctv5p?streamid=5abeb9f5977d817ac6912946fd8a363c&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-5+,https://live.264788.xyz/channel/cctv5p?streamid=471f662bd9bd321886e95c0f8efb9643&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-5+,https://live.264788.xyz/channel/cctv5p?streamid=2ba31c4731b025e81cde80d81592c652&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-5+,http://74.91.26.218:82/live/cctv5p.m3u8
CCTV-6,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV-6,https://live.264788.xyz/channel/cctv6?streamid=fd12a1382b1679cbc9e4b71caa3fe37c&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-6,https://live.264788.xyz/channel/cctv6?streamid=ea01950afaf6eb46f45aa2dedba90a76&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-6,https://live.264788.xyz/channel/cctv6?streamid=606fe2d1c81b20daba7232b9a4671a38&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-6,http://42.237.24.146:9999/rtp/225.1.2.143:10876
CCTV-7,https://live.264788.xyz/channel/cctv7?streamid=5261ec4776cb20443bb90c594b59080d&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-7,https://live.264788.xyz/channel/cctv7?streamid=8674a5bfc497aecb37bc8bf1a31da9a1&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-7,https://live.264788.xyz/channel/cctv7?streamid=8fd131f0a384073d2b6ae325956a90ad&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-7,https://live.264788.xyz/channel/cctv7?streamid=5a42e851e3cd52d2bb3328f800a01375&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-7,https://live.264788.xyz/channel/cctv7?streamid=71b0aeae01d05fdc8f33f3302142d06b&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-8,https://live.264788.xyz/channel/cctv8?streamid=c7943b69ff5e554bda34a671d96e1c28&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-8,https://live.264788.xyz/channel/cctv8?streamid=516e10d70157486f8e4a6598e38f92c6&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-8,http://42.237.24.146:9999/rtp/225.1.2.144:10882
CCTV-8,http://42.237.25.194:9999/rtp/225.1.2.144:10882
CCTV-8,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV-9,https://live.264788.xyz/channel/cctv9?streamid=c003818cd0b62e7a1e7832af8fb67399&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-9,https://live.264788.xyz/channel/cctv9?streamid=9f7fb8fc446c4e7b0fa0fc9ed23a8e00&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-9,https://live.264788.xyz/channel/cctv9?streamid=5954fda6062bc00ed8672c6362d3f98f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-9,https://live.264788.xyz/channel/cctv9?streamid=e51cb1098312682884e5ba059197ac98&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-9,https://live.264788.xyz/channel/cctv9?streamid=2d9c66a9d7767eeda86f295dbe15cfbe&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-10,https://live.264788.xyz/channel/cctv10?streamid=101979df36c15e976665985b0e1d2871&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-10,https://live.264788.xyz/channel/cctv10?streamid=b62694461a764351ce14d136e31f7ba4&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-10,https://live.264788.xyz/channel/cctv10?streamid=b7be4e90e336bbac9b20860c4c41ae9a&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-10,https://live.264788.xyz/channel/cctv10?streamid=e80795fd3044b246bd1a7551e562e8cc&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-10,https://live.264788.xyz/channel/cctv10?streamid=53cbfa568bc8689f60602d4bb0b0a492&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-11,https://live.264788.xyz/channel/cctv11?streamid=1e8535a239383764611a6e3f2712daff&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-11,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV-11,https://live.264788.xyz/channel/cctv11?streamid=4663ec7fd7b8950ae4637a98de692596&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-11,https://live.264788.xyz/channel/cctv11?streamid=6aa0f5d2d3daab4b7bf24e6010effa06&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-11,http://42.237.24.146:9999/rtp/225.1.2.220:11434
CCTV-12,https://live.264788.xyz/channel/cctv12?streamid=d36c340bc6d96aaa75c1316b518c48ab&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-12,https://live.264788.xyz/channel/cctv12?streamid=84f9cd3c87e9c658fbabba0f81cf060f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-12,https://live.264788.xyz/channel/cctv12?streamid=a0084ee44bf88f6f01e43999093937c6&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-12,https://live.264788.xyz/channel/cctv12?streamid=64c41668f0e9f57c96e9736fb30d37df&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-12,http://42.237.25.194:9999/rtp/225.1.2.82:10486
CCTV-13,https://live.264788.xyz/channel/cctv13?streamid=defb513b18117ce5614191a3908c5000&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-13,https://live.264788.xyz/channel/cctv13?streamid=97cd8352d86dbe3ccd4c755a46373c89&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-13,https://live.264788.xyz/channel/cctv13?streamid=e081b73f90838f2f7773c487c773a704&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-13,https://live.264788.xyz/channel/cctv13?streamid=1b1115d7d80372b6f364f68b61e7c86a&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-14,https://live.264788.xyz/channel/cctv14?streamid=cd7f094a8cbd27746588a67d5853973c&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-14,https://live.264788.xyz/channel/cctv14?streamid=22e1c729bbc79ad5b9eeca5fc6562880&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-14,https://live.264788.xyz/channel/cctv14?streamid=a0832718401ca1264fe330cfecb3f1db&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-14,https://live.264788.xyz/channel/cctv14?streamid=30ec4702d6aa823382556bdc77f497a9&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-14,https://live.264788.xyz/channel/cctv14?streamid=871b32727b0ef17d5fd422ec46ebad46&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-15,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=85d3d65c9e35f8fd3e9dd7e1aa0dbd9f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=73a1c20a5e3d61a97d43dbd4ba3082aa&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=d6d74a271a6aca633b5fcf2be34620c9&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-15,https://live.264788.xyz/channel/cctv15?streamid=89c30ce40adbb322930aad6bfb13688f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-16,https://live.264788.xyz/channel/cctv16?streamid=e95353fc28814e84bdbdced00fffd936&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-16,https://live.264788.xyz/channel/cctv16?streamid=3c481ca528146a3b2d4ec73dc4bfddc2&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-16,https://live.264788.xyz/channel/cctv164k?streamid=884beeee2f690947ee4f7b50e57fa356&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-16,https://live.264788.xyz/channel/cctv164k?streamid=06b31b51757bd2961b2ba07ec3a260db&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-16,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV-17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV-17,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=641839a62c09b756f6ae467b1bba0840&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=95b9932d777a76990930b17674bde5a9&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CCTV-17,https://live.264788.xyz/channel/cctv17?streamid=5705e33cae9af7d4656a7b840eb12b7e&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
CETV-1,http://42.237.25.194:9999/rtp/225.1.2.94:10558
CETV-4,http://42.237.24.146:9999/rtp/225.1.2.95:10564
CETV-4,http://42.237.25.194:9999/rtp/225.1.2.95:10564

📡卫视频道,#genre#
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=723870291b6e1e7f1068a36bd5eaed4f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=c379318744b6014be40dbc0c38b9564f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
广东卫视,https://live.264788.xyz/channel/guangdongweishi?streamid=f45a3588f9ffb64e75ca82d5180588de&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
广东卫视,http://42.237.24.146:9999/rtp/225.1.2.151:10924
广东卫视,http://42.237.25.194:9999/rtp/225.1.2.151:10924
香港卫视,https://stream1.freetv.fun/6130c4439e91813125415b749209467f8da4f3d09d09ac80d7848321fc5e709e.m3u8
香港卫视,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
浙江卫视,https://live.264788.xyz/channel/zhejiangweishi?streamid=cf346ae87409835bfeae0e2a02021ec7&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
浙江卫视,https://live.264788.xyz/channel/zhejiangweishi?streamid=7d6b3c001755d43b0c74928a13f3e7a9&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
浙江卫视,https://live.264788.xyz/channel/zhejiangweishi?streamid=c6d7d017f44018074a1efcc135e6e99b&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
浙江卫视,http://42.237.24.146:9999/rtp/225.1.2.85:10504
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/720p.m3u8
湖南卫视,https://live.264788.xyz/channel/hunanweishi4k?streamid=b52d43b20b39c56c9bddf8922eca8b65&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
湖南卫视,https://live.264788.xyz/channel/hunanweishi?streamid=5267850fe8f7b6692d4e36192a97660e&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
湖南卫视,https://live.264788.xyz/channel/hunanweishi?streamid=212b931b9338298de64304f50ad44626&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
湖南卫视,https://live.264788.xyz/channel/hunanweishi?streamid=39b3c6b489f73aacea9e32a276f89647&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
北京卫视,https://live.264788.xyz/channel/beijingweishi4k?streamid=25d5d76430b54bdd020d7c296dab2f49&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
北京卫视,https://live.264788.xyz/channel/beijingweishi?streamid=80d1b8e776b55348cd9e344be34b5f8b&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
北京卫视,https://live.264788.xyz/channel/beijingweishi4k?streamid=0ef605c8a4143ba686d777282d1d8093&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
北京卫视,https://live.264788.xyz/channel/beijingweishi?streamid=117720dac7e490d78c4866d59a1b676b&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
北京卫视,https://live.264788.xyz/channel/beijingweishi?streamid=73eab605c457dcfb5f3a15bf5c04793d&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=bc408c2b90aca6f4a19d9139b528251d&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=0e7592c950cde8ccc16fc502c4ca8be0&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
湖北卫视,https://live.264788.xyz/channel/hubeiweishi?streamid=2c045aa56cc03cefd75a9b5b5f7a9a51&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
湖北卫视,http://42.237.25.194:9999/rtp/225.1.2.90:10534
湖北卫视,http://42.237.24.146:9999/rtp/225.1.2.90:10534
黑龙江卫视,https://live.264788.xyz/channel/heilongjiangweishi?streamid=a7e46bdd0242a96d284f4e3632146583&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
黑龙江卫视,https://live.264788.xyz/channel/heilongjiangweishi?streamid=6d9e79cca1baad11a0d5714c3e8b764c&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
黑龙江卫视,https://live.264788.xyz/channel/heilongjiangweishi?streamid=48b126688946b574dbb4b9d769d9a4c4&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
黑龙江卫视,http://42.237.24.146:9999/rtp/225.1.2.92:10546
黑龙江卫视,http://42.237.25.194:9999/rtp/225.1.2.92:10546
安徽卫视,https://live.264788.xyz/channel/anhuiweishi?streamid=a6e3349525e9570a1f00f6150e3b7250&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
安徽卫视,https://live.264788.xyz/channel/anhuiweishi?streamid=e8122edecf80983750bd05f0f610f163&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
安徽卫视,https://live.264788.xyz/channel/anhuiweishi?streamid=3289c04ceb3c18724b3b96c8d0b34c3e&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
安徽卫视,http://42.237.24.146:9999/rtp/225.1.2.88:10522
重庆卫视,https://live.264788.xyz/channel/chongqingweishi?streamid=60d46978577dff8439657a397f769ef3&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
重庆卫视,https://live.264788.xyz/channel/chongqingweishi?streamid=13dd9307e37d356ebb730efe2a469a3f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
重庆卫视,https://live.264788.xyz/channel/chongqingweishi?streamid=cb3cc485cf158a2e4fac66f5a5562691&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
重庆卫视,http://42.237.25.194:9999/rtp/225.1.2.75:11590
重庆卫视,https://live.264788.xyz/channel/chongqingweishi?streamid=737d3b1b2a486b3de8328b7a64b31051&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
东方卫视,https://live.264788.xyz/channel/dongfangweishi?streamid=9b1d0490b7833d5a7915fae8099a7867&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
东方卫视,https://live.264788.xyz/channel/dongfangweishi?streamid=0b2288459c86c0eba713d2763d32c9a6&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
东方卫视,https://live.264788.xyz/channel/dongfangweishi?streamid=583617d7d3d0f8dd12ee9f7cca715755&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
东方卫视,http://42.237.25.194:9999/rtp/225.1.2.86:10510
东方卫视,http://42.237.24.146:9999/rtp/225.1.2.86:10510
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=f6a5a653d9d0da6a9b2007368fe73983&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=6313601f11eedbef69ec138f99e60849&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=b889f7309314a076c4370633319ccbd6&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=3d37daa41fbaf8da07fda450c0d7ed3a&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
东南卫视,https://live.264788.xyz/channel/dongnanweishi?streamid=47465572f57e037ae8949350e2afa3ab&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
甘肃卫视,https://live.264788.xyz/channel/gansuweishi?streamid=dd35bf3ff694d7f921f8e772568866de&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
甘肃卫视,https://live.264788.xyz/channel/gansuweishi?streamid=f855fcd6c38cead1b2435ac858d475cb&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
甘肃卫视,http://42.237.24.146:9999/rtp/225.1.2.44:10258
广西卫视,https://live.264788.xyz/channel/guangxiweishi?streamid=af5f95dcc2d6532e8ad9edca14140cf6&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
广西卫视,https://live.264788.xyz/channel/guangxiweishi?streamid=4832e336d852b7aca5523ae80b5764c4&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
广西卫视,https://live.264788.xyz/channel/guangxiweishi?streamid=05fc03334d59dcced0541bae7c81ad60&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
广西卫视,http://42.237.25.194:9999/rtp/225.1.2.34:10198
广西卫视,http://42.237.24.146:9999/rtp/225.1.2.34:10198
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=c20e1dfec2a05b5fa276af0e16feedda&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=974429eb9f8d5bb09ae64c08cec0ea47&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
贵州卫视,https://live.264788.xyz/channel/guizhouweishi?streamid=4119866a508352d7e65ecf27820fad68&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
贵州卫视,http://42.237.25.194:9999/rtp/225.1.2.109:11632
贵州卫视,http://42.237.24.146:9999/rtp/225.1.2.109:11632
海南卫视,https://live.264788.xyz/channel/hainanweishi?streamid=4177e7af81ca272c140aac86cd95a528&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
海南卫视,https://live.264788.xyz/channel/hainanweishi?streamid=697d20d69495fc292773cc7ed2dfdfa8&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
海南卫视,https://live.264788.xyz/channel/hainanweishi?streamid=6065c56c138a4a9f005af03372d65c69&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
海南卫视,http://42.237.25.194:9999/rtp/225.1.2.107:11620
海南卫视,http://42.237.24.146:9999/rtp/225.1.2.107:11620
河北卫视,https://live.264788.xyz/channel/hebeiweishi?streamid=77164ed8591a9eb8abb6acd9478b57da&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
河北卫视,https://live.264788.xyz/channel/hebeiweishi?streamid=0118adfda2d051b3f76b671df2d065bc&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
河北卫视,https://live.264788.xyz/channel/hebeiweishi?streamid=8363903dcd7add5747218582f8748861&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
河北卫视,http://42.237.24.146:9999/rtp/225.1.2.106:11614
河北卫视,http://42.237.25.194:9999/rtp/225.1.2.106:11614
河南卫视,https://live.264788.xyz/channel/henanweishi?streamid=448a4c83a489da35424900f7ba5b5b17&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,https://live.264788.xyz/channel/henanweishi?streamid=f340797c763ba0e6215e2a4ef29faf14&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
河南卫视,https://live.264788.xyz/channel/henanweishi?streamid=2f9ce4728d261c2da5b74d1377a4d72c&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
吉林卫视,https://live.264788.xyz/channel/jilinweishi?streamid=cbb74277f14bd7b57f384aea56163c4f&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
吉林卫视,http://42.237.25.194:9999/rtp/225.1.2.105:11608
吉林卫视,http://42.237.24.146:9999/rtp/225.1.2.105:11608
江苏卫视,https://live.264788.xyz/channel/jiangsuweishi?streamid=839b1fa7def986ce56c099e5c55dee6b&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
江苏卫视,https://live.264788.xyz/channel/jiangsuweishi?streamid=20c35b80efb13b63c11ec67a94bdcab0&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
江苏卫视,https://live.264788.xyz/channel/jiangsuweishi?streamid=e990ef801f00f53b1dde188dea4e969e&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
江苏卫视,http://42.237.25.194:9999/rtp/225.1.2.84:10498
江苏卫视,http://42.237.24.146:9999/rtp/225.1.2.84:10498
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=1db8e059b16c7f76b5622641e1d53335&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=89a8dfdaa7e93821006c06503014a531&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=b5108f0777ea691a0547a42a6dfd5d8b&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
江西卫视,https://live.264788.xyz/channel/jiangxiweishi?streamid=cda90f50ac0a10df01f8e5a0739b5728&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
江西卫视,http://42.237.24.146:9999/rtp/225.1.2.77:11602
辽宁卫视,https://live.264788.xyz/channel/liaoningweishi?streamid=03fa8f10c5b551c6429d66ac41770557&livekey=01WhVqP6fzhBhU8atqeKMBKScTnSGNOazTf2A
